motivos,crec,cred,equ,inic,inv,mkt,no,renta,sueldo,temp
herramienta camioneta  fletes insumos financiamiento de nomina materiales para mi negocio marmol,0,0,0,0,1,0,0,0,1,0
necesito mi prestamo para imvertir en mi negocio,1,0,0,0,0,0,0,0,0,0
Inversión de Marketing y campaña a través de redes sociales cambio a constitución de persona moral y bloqueo grupal.,0,0,0,0,0,1,0,0,0,0
Es para impulsar y hacer más grande mi negocio expandirme.,1,0,0,0,0,0,0,0,0,0
Solicitamos el crédito para ampliación operativa lo cual nos permitirá re capitalizar nuevos proyectos y crecer operativamente.,1,0,0,0,0,0,0,0,0,0
Compra de materia prima para fabricar más producto para poder vender y dar un mejor precio,0,0,0,0,1,0,0,0,0,0
Participar en proyectos mas grandes con el Gobierno Municipal y Estatal. Por ende implementar en personal infraestructura y producto.,1,0,0,0,0,0,0,0,0,0
Capital de Trabajo. Invertir en personal nuevo ya que tengo proyectos grandes en puerta y ocupamos capacitarlos con tiempo. ,0,0,0,0,0,0,0,0,1,0
CAPITAL DE TRABAJO PARA FINANCIAMIENTO DE UN CONTRATO,0,0,0,1,0,0,0,0,0,0
Comprando camas y materiales de masaje adecuando el lugar para llevar a cabo las clases.  Y así brindar un mejor  servicio,0,0,1,0,0,0,0,0,0,0
Capital de trabajo compra de equipo electromédico.,0,0,1,0,0,0,0,0,0,0
Pagos  varios y pagar útiles escolares  de mi hija y ponerme al corriente,0,0,0,0,0,0,1,0,0,0
usaría el crédito para maquilar viniles para vender,0,0,1,0,0,0,0,0,0,0
inversión para un proyecto de instalación de cámaras para un cliente,0,0,0,0,1,0,0,0,0,0
RENOVACIÓN DE EQUIPO DE IMPRESIÓN Y MATERIAL,0,0,1,0,0,0,0,0,0,0
VOY A ADQUIRIR MAS MERCANCIA PARA TENER VARIEDAD Y MEJORES  PRECIOS DE COMPRA LO CUAL ME DARÁ MAYOR MARGEN DE UTILIDAD.,0,0,0,0,1,0,0,0,0,0
"PARA EL CRECIMIENTO DE LA EMPRESA EN CUANTO A PROYECTOS COMERCIALES, TURISTICOS Y DE SERVICIOS, ADQUISICIÓN DE EQUIPAMIENTO Y MATERIALES, ASI COMO CAPACITACIÓN HUMANA",1,0,0,0,0,0,0,0,0,0
Inversión en equipo de trabajo posicionamiento apoyo económico,0,0,1,0,0,0,0,0,0,0
LO UTILIZAREMOS PARA CAPITAL DE TRABAJO E INNOVACIÓN EN TECNOLOGIA,1,0,0,0,0,0,0,0,0,0
Soy Contador Público Independiente lo cual requiero un prestamo para poner un negocio de Planchaduria ya tengo todo el proyecto establecido y hoy en dia creo que esta creciendo este tipo de negocios el capital lo requiero para toda su implementación y funcionamiento.Espero contar con su apoyo.,0,0,0,1,0,0,0,0,0,0
Para pagar reparación de mi auto y seguir trabajando con el,0,0,0,0,0,0,1,0,0,0
COMPRA DE REFACCIONES Y UN REMOLQUE EN BUENAS CONDICIONES,0,0,0,0,1,0,0,0,0,0
CAPITAL DE TRABAJO PARA COMPRA DE ACTIVO FIJO Y PAGO A PROVEEDORES,0,1,0,0,0,0,0,0,0,0
remodelacion y mejora de mi casa y comprar mubles,0,0,0,0,0,0,1,0,0,0
PARA HACER CRECER MI EMPRESA Y REQUIERO RECURSO PARA EL INCREMENTO,1,0,0,0,0,0,0,0,0,0
para comprar mercancia para hacer crecer el negocio ropa,0,0,0,0,1,0,0,0,0,0
"Compra de inventarios, remodelacion de instalaciones",0,0,0,0,1,0,0,0,0,0
PARA LA COMPRA DE MATERIALES PARA LA CONSTRUUCION Y PONER UNA PAPELERIA,0,0,0,1,0,0,0,0,0,0
PARA COMPRAR REFACCIONES Y TENER LIQUIDEZ,0,0,0,0,1,0,0,0,0,0
ES PARA INVERTIR EN GASOLINA Y LLANTAS PARA LOS AUTOS QUE TENGO REGISTRADOS EN UBER,0,0,1,0,0,0,0,0,0,0
En el desarrollo y remodelación de locales comerciales y departamentos.,0,0,0,0,0,0,1,0,0,0
PARA COMPRA DE MERCANCIA Y PUBLICIDAD DEL ESTABLECIMIENTO,0,0,0,0,1,1,0,0,0,0
"CAPITAL DE TRABAJO, COMPRA DE INVENTARIOS",0,0,0,0,1,0,0,0,0,0
EN LA COMPRA DE EQUIPO Y CONSUMIBLES PARA MIS CLIENTES,0,0,1,0,0,0,0,0,0,0
Compra de una franquicia japonesa que vende bisutería  maquillaje accesorios para el hogar electrónica etc.,0,0,0,1,0,0,0,0,0,0
crecimiento en sucursales en la misma plaza asi como regionalmente,1,0,0,0,0,0,0,0,0,0
Consolidación de capital y gasto corriente,0,1,0,0,0,0,0,0,0,0
"mejora de instalaciones, mantenimiento general y renovación de equipos de computo en aulas",0,0,1,0,0,0,0,1,0,0
Lo usaré para comprar todo el material requerido para abrir una planta purificadora de agua invertir en la ósmosis para tener una mejor purificación del agua y sea aún mayor su confiabilidad,0,0,0,1,0,0,0,0,0,0
Mayormente Capital de trabajo y pago de algunos pasivos,0,1,0,0,0,0,0,0,0,0
Mantenimiento a equipos de computo y compra de vitrinas,0,0,1,0,0,0,0,0,0,0
Incrementar la plantilla de personal para aperturar nueva área de negocio e infraestructura.,0,0,0,0,0,0,0,0,1,0
Requerimos capital para cerrar negocios ya que la empresa es de tecnología pero muchos clientes nos solicitan crédito de 15 días.,0,1,0,0,0,0,0,0,0,0
Para abrir una nueva sucursal de mi restaurante Mariscos Cheche,1,0,0,0,0,0,0,0,0,0
Inversión en equipo y nuevo establecimiento,0,0,1,0,0,0,0,0,0,0
Compra de mercancía para tener a la mano a la hora de mostrarla y aumentar la venta,0,0,0,0,1,0,0,0,0,0
inversión publicidad y contratación de personal de ventas,0,0,0,0,0,1,0,0,1,0
Tengo un vehículo 2015 y quiero uno nuevo,0,0,0,0,0,0,1,0,0,0
Compra de camaras contenedoras de Camarón para la venta de 5 tipos diferentes de los que ya vendemos,0,0,1,0,0,0,0,0,0,0
venta de Promocionales para eventos corporativos,0,0,0,0,0,1,0,0,0,0
INCREMENTO DE INVENTARIO Y AMPLIACION DE NEGOCIO,0,0,0,0,1,0,0,0,0,0
"Pagar mis deudas del negocio, así como invertir en productos para comercializar",0,1,0,0,0,0,0,0,0,0
contratar personal de ventas y compra de mercancia,0,0,0,0,1,0,0,0,0,0
Adquisición de productos para introducir una nueva linea de medicamentos,0,0,0,0,1,0,0,0,1,0
"renovación de oficinas, equipo, gastos operativos cotidianos, contrataciones de equipo talentoso",0,0,0,0,0,0,0,1,1,0
Es para la compra de otro tractocamion ya que en la actualidad solo cuento con uno,0,0,1,0,0,0,0,0,0,0
Compra de pinturas al oleo para satisfacer las nececidaes de nuevos clientes  hoteles ,0,0,1,0,0,0,0,0,0,0
EN LA COMPRA DE MAQUINARIA PARA LA REDUCCION EN EL TIEMPO DE FABRICACION DE NUESTROS PRODUCTOS,0,0,1,0,0,0,0,0,0,0
Para la compra de materias primas para los nuevos productos que tenemos en desarrollo para la obtención de nuevos clientes con la inclusión de nuestros nuevos productos,0,0,0,0,1,0,0,0,0,0
Adquisición de equipo e insumos para producción de cerveza,0,0,1,0,0,0,0,0,0,0
"contratar más personal, publicidad, adquirir más acreditaciones en normas oficiales mexicanas (servicios)para tener más ingresos, pagar impuestos atrasados.",0,0,0,0,0,1,0,0,1,0
CAPITAL DE TRABAJO COMPRA DE INSUMOS Y GASTOS DE OPERACION,0,0,0,0,1,0,0,0,0,0
Me quiero cambiar a un local mas amplio por lo que usare el crédito para deposito y para acondicionar el lugar,0,0,0,0,0,0,0,1,0,0
QUEREMOS ABRIR EL MERCADO AL CUAL ESTAMOS DIRIJIDOS QUEREMOS MEJORAR EL STOCK Y LA IMAGEN DEL NEGOCIO MEJORAR LAS INSTALACIONES PARA BRINDAR UN MEJOR TIEMPO Y SERVICIO AL NUESTROS CLIENTES,1,0,0,0,1,0,0,0,0,0
Necesito acondicionar un area de masajes y faciales,0,0,0,0,0,0,0,1,0,0
ampliacion de espacio para incrementar ingreso en renta,0,0,0,0,0,0,0,1,0,0
En la creación de otro taller para poder expandir,0,0,0,0,0,0,0,1,0,0
En hacer crecer mi negocio tecnología y mejora de las instalaciones Sofware y equipo de cómputo,1,0,1,0,0,0,0,0,0,0
Apertura de una nueva tienda mobiliario y equipamiento de cocina así como equipo de reparto,0,0,1,0,0,0,0,1,0,0
El crédito lo ocuparé para iniciar el negocio y para tener un capital para iniciar,0,0,0,1,0,0,0,0,0,0
capital para compra de materias plásticas para su reciclaje,0,0,0,0,1,0,0,0,0,0
Financiamiento de Material y pago de Nominas,0,0,0,0,0,0,0,0,1,0
NECESITO AMPLIAR EL MERCADO POR LO QUE VOY A INCREMENTAR MI MENU Y DAR EL SERVICIO A DOMICILIO RENOVAR INMOBILIARIO EN EL NEGOCIO Y MEJORAR LA FACHADA DEL LOCAL.,1,0,0,0,0,0,0,1,0,0
compra de equipo y computadora para trabajo multimedia y diseño,0,0,1,0,0,0,0,0,0,0
"Equipo menor para uso de mis trabajos en bacheo y tendido de carpeta, fabricacion de equipos",0,0,1,0,0,0,0,0,0,0
para compra de equipo y renovacion de contratos ,0,0,1,0,0,0,0,0,0,0
Capital de trabajo y trámites de importación para cerrar ventas de montacargas,0,1,0,0,0,0,0,0,0,0
Inventario  invertiremos en una nueva linea de accesorios enfocada en iluminacion led y  herramientas para su instalación y fabricacion de monturas especificas,0,0,0,0,1,0,0,0,0,0
CAPITAL DE TRABAJO ASÍ COMO PAGO DE PASIVOS,0,1,0,0,0,0,0,0,0,0
Se requiere el capital para inversión en mercancias tales como refacciones accesorios protectores y demás así como equipo y maquinaria tocante a la reparación celular  acrecentar más los inventarios y cómo objetivo de dar un servicio de calidad y mejorar nuestra atención al cliente,0,0,0,0,1,0,0,0,0,0
En un taller de carrocería y pintura necesito comprar equipo para el negocio e instalar la puerta eléctrica,0,0,1,0,0,0,0,0,0,0
Vendo electrónica y accesorios de computo dentro de las oficinas de gobierno,1,0,0,0,0,0,0,0,0,0
AGUINALDOS PARA TRABAJADORES Y UN PUNTO DE VENTA,0,0,0,0,0,0,0,0,1,0
Me dedico a la publicidad y los recursos se van a invertir en equipos y capital de trabajo.,0,0,1,0,0,0,0,0,0,0
mano de obra eventual para servicio confirmado,0,0,0,0,0,0,0,0,1,0
Compra de herramientas para instalar equipos,0,0,1,0,0,0,0,0,0,0
Comprare otra unidad para abarcar mas clientes  y poder crecer a un mediano plazo,0,0,1,0,0,0,0,0,0,0
Comprar insumos y mercancía para poner el negocio,0,0,0,0,1,0,0,0,0,0
Traer Electrodomésticos de alto lujo para cerrar la venta de un gran complejo de villas lujosas en playa del carmen ,0,0,1,0,0,0,0,0,0,0
SERVICIO NUEVO Y UNIFORMES PARA PERSONAL DE NUEVO INGRESO Y MATERIAL,0,0,0,0,0,0,0,0,1,0
EN LA REMODELACION DE LAS HABITACIONES EN RENTA,0,0,0,0,0,0,0,1,0,0
Mobiliario y equipo de computo para mi oficina,0,0,1,0,0,0,0,0,0,0
En capital de trabajo para invertir en los proyectos que estoy dejando pasar.,0,0,0,1,0,0,0,0,0,0
"COMBUSTIBLES, LUBRICANTES Y REFACCIONES ",0,0,0,0,1,0,0,0,0,0
Capital de trabajo maquinaria materiales de construccion,0,0,1,0,0,0,0,0,0,0
Para unificar deudas de tarjetas de credito y otros prestamos personales,0,1,0,0,0,0,0,0,0,0
Contratar empleados para entrar a proyectos mas grandes que ya tenemos contrato,0,0,0,0,0,0,0,0,1,0
Inventariado para temporada navideña y compras de nuevos productos,0,0,0,0,0,0,0,0,0,1
Como nuestros clientes compran a crédito para poder seguir avanzando necesitamos capital para poder seguir financiando nuestras ventas. Trabajamos para la Hotelería en la Riviera Maya. Con capital para financiamiento podremos triplicar nuestras ventas el próximo año.,0,0,0,0,0,0,0,0,0,1
Comprar productos e invertir en publicidad,0,0,0,0,1,1,0,0,0,0
Publicidadcompra de mobiliario pago de nuevos sueldos.,0,0,0,0,0,1,0,1,1,0
"Antes que nada, gracias por sus atenciones en explicarme como funciona la plataforma. Utilizaría el préstamo para cubrir gastos de oficina y nomina, esto con la finalidad de cerrar nuevos proyectos en los próximos meses y la empresa pueda establecerse. Gracias.",0,0,0,0,0,0,0,1,1,0
importaremos materia prima de artes gráficas este sector voltea a ver siempre al centro del país por los precios que manejan deseamos ser importadores directos para competir con calidadprecio esto debido a las alianzas estratégicas que tenemos con las imprentas de la ciudad y fuera de ella.,0,0,0,0,1,0,0,0,0,0
MAQUINA CNC DE UNICEL PARA SATISFACER LA NECESIDAD DE LOS MAESTROS FLORISTAS DE TEXCOCO,0,0,1,0,0,0,0,0,0,0
En equipar la oficina de administración y comprar equipo de computo,0,0,0,0,0,0,0,1,0,0
Para Liquidez pago de proveedores y Capital de Trabajo,0,0,0,0,1,0,0,0,0,0
Para comprar herramienta adquirir materia prima para los servicio,0,0,0,0,1,0,0,0,0,0
capitalizar mi negocio y pagar unas deudas,0,1,0,0,0,0,0,0,0,0
"Nos gustaria inventir en la venta de equipo, ya que comprando una cantidad mayor nuestra utitlidad es mas generosa y en publicidad para asi llegar a mas gente y ofrecer mas soluciones en el cmpo de la tecnologia y la seguridad perimetral.",0,0,0,0,1,1,0,0,0,0
CAPITAL DE TRABAJO Y COMPRA DE MAQUINARIA,0,0,1,0,0,0,0,0,0,0
COMPRA DE REFRIGERADOR Y FREZAR COMPRA DE MATERIA PRIMA,0,0,1,0,0,0,0,0,0,0
INVERCION EN EQUIPO Y REMODELACION DE INTALACIONES,0,0,1,0,0,0,0,1,0,0
Requerimos actualizar equipo de oficina para poder manejar mayor rapidez en el procesamiento de información,0,0,1,0,0,0,0,0,0,0
Remodelación Mobiliario equipos para restaurante sistema de punto de venta insumos inventarios y capital de trabajo cámaras,0,0,1,0,0,0,0,1,0,0
En la compra de otra unidad de trabajo para tener mas oportunidades de trabajo,0,0,1,0,0,0,0,0,0,0
capital de trabajo para comprar materia prima,0,0,0,0,1,0,0,0,0,0
COMPRA INVENTARIOS PARA COMERCIALIZARLOS COMO LOS FERTILIZANTES,0,0,0,0,1,0,0,0,0,0
En construir una area mas segura para el armado del producto y compra de algunas herramientasierra de banco compresor pistola de aire etc,0,0,1,0,0,0,0,1,0,0
"adquisición de insumos, materiales  y financiamiento de proyectos",0,0,0,0,1,0,0,0,0,0
En la compra de herramientas y maquinaria así como materiales para tener un pequeño almacén de materia prima,0,0,1,0,0,0,0,0,0,0
vamos a invertir en equipo de computo remodelacion y inversion para el crecimiento del negocio.,0,0,1,0,0,0,0,0,0,0
comprando lo necesario para poder ofertar y dar servicios de uber o transporte,0,0,0,1,0,0,0,0,0,0
Para comprar más producto Para hacer unas remodelaciones del negocio como repellar paredes poner piso nuevo pintar el negocio.,0,0,0,0,0,0,0,1,0,0
Adquisicion de equipo y software e intalaciones,0,0,1,0,0,0,0,0,0,0
Expansión y compra  de auto para mercadeo al mayoreo,0,0,1,0,0,0,0,0,0,0
Compra de materiales para producción presupuesto para mercadotecnia y publicidad.,0,0,0,0,0,1,0,0,0,0
Para comprar inventario y herramientas manuales,0,0,0,0,1,0,0,0,0,0
Para implementar nuevo sistema y app para mejorar la calidad del servicio y eficiencia en avalúos inmobiliarios.,1,0,0,0,0,0,0,0,0,0
Adquirir maquinaria comprar material para stock maquinaria y publicidad,0,0,0,0,1,0,0,0,0,0
INVERTIR EN MI NEGOCIO DE ENVIOS DE PAQU,1,0,0,0,0,0,0,0,0,0
para invertir en material para seguir trabajando,0,0,0,0,1,0,0,0,0,0
Capital de trabajo para financiarme entre que empiezo los proyectos que vendo y que los cobro.,0,0,0,0,0,0,0,0,0,1
Compra de materia prima para elaboración de productos cosméticos de la marca,0,0,0,0,1,0,0,0,0,0
Somos una empresa de tecnología lot e impresión 3d  el dinero se usara para generar nuevo inventario  ya que tenemos buenos márgenes de ventas pero necesitamos expandirnos.,0,0,0,0,1,0,0,0,0,0
Un proyecto que se paga a 60 días.!!!!!!,0,0,0,0,0,0,0,0,0,1
"Adquisicion de maquinaria y equipo, capital de trabajo",0,0,1,0,0,0,0,0,0,0
compra de inventario para negocio en tienda,0,0,0,0,1,0,0,0,0,0
Mejora tecnológica y mejora arquitectonica,0,0,0,0,0,0,0,1,0,0
invertir el préstamo otorgado en hacer crecer mi negocio comprare algunos electrodomésticos que facilitan la preparación y conservación de los alimentos,0,0,1,0,0,0,0,0,0,0
LO UTILIZARIA PARA LA RENTA DEL LOCAL Y LOS PERMISOS NECESARIOS PARA ABRIR EL NEGOCIO,0,0,0,1,0,0,0,1,0,0
Adquisicion de software contable y de facturacion,0,0,1,0,0,0,0,0,0,0
Inversión y capitalización construcción y publicidad,0,0,0,0,0,1,0,0,0,0
Inversion en ropa y artículos para bebé cómo carreolaandaderaetc,0,0,0,0,1,0,0,0,0,0
PARA INVERCION DE MI NEGOCIO DE EVENTOS SOCIALES,1,0,0,0,0,0,0,0,0,0
Para ampliar mi negoció y ser proveedor a construcciones y ferreteras,1,0,0,0,0,0,0,0,0,0
En el area AgropecuariaSiembra ganaderia apicultua etc.,0,0,0,1,0,0,0,0,0,0
Invertir en un nuevo negocio para ayudar a mis padres  hamburguesas el gato es como se llamaria,0,0,0,1,0,0,0,0,0,0
Para compra de 2 vehículos y contratación de chóferes,0,0,1,0,0,0,0,0,0,0
Para hacerlo crecer con la compra de mesas y sillas para la atencion de mayores clientes y modernizar las herramientas para la preparación del producto y la contratacion de una terminal para pagos con tarjeta,1,0,0,0,0,0,0,0,0,0
Importar más productos de golf para venta a través de una plataforma ecommerce que ya tengo desarrollada así como en torneos de golf en el bajio que ya tengo contratados.Ya contaba con presupuesto pero un crédito me ayudaría a reducir los costos por mayoreo en la importación.,0,0,0,0,1,0,0,0,0,0
Para modernizar los equipos de trabajo y ser más eficientes,0,0,1,0,0,0,0,0,0,0
Compra de materia Prima para mi negocio.,0,0,0,0,1,0,0,0,0,0
La intension del prestamo es para aprovechar la compra de una bodega que esta en oportunidad la cual me ayudaria a extenderme y s crecer mi negocio.,0,0,0,0,0,0,0,1,0,0
Para comprar materia prima y acondicionar de una mejor manera el taller para poder comprar insumos y ser proveedores de los carpinteros y publico en general crear una fabrica de puertas para interior y exterior y venderlas al publico en general.,0,0,0,0,1,0,0,0,0,0
Para crecimiento de la misma compra de vehículos y mercancía de nuevos productos y mayor impacto con los clientes.,1,0,0,0,0,0,0,0,0,0
Pago tarjeta y renovacion negocio. Compra de equipo medico,0,0,1,0,0,0,0,0,0,0
El objetivo principal es cubrir unas deudas del pasado que no me han permitido avanzar en la credibilidad de mi persona para seguir avanzando en mi negocio salud en un miembro importante de mi familia. El resto será para invertir en estantes y más mercancía.,0,1,0,0,0,0,0,0,0,0
Se usará para la apertura de una nueva sucursal.,0,0,0,0,0,0,0,1,0,0
comprar unidades y contratacion de mas personal,0,0,1,0,0,0,0,0,1,0
liquidar deudas personales que no me permiten crecer para emplear mas personal.,0,1,0,0,0,0,0,0,0,0
Para instalaciones en general  y gastos básicos iniciales les agradecería mucho su apoyo saludos y gracias,0,0,0,1,0,0,0,1,0,0
Inversión en maquinaria para Impresión digital offset prensa de corte e inventario para poder impulsar y abrirnos mercado para poder crecer,0,0,1,0,0,0,0,0,0,0
Capital de Trabajo para importar productos de China que comercializamos,1,0,0,0,0,0,0,0,0,0
Actualización de equipo como computadora cámaras micrófonos e iluminación.,0,0,1,0,0,0,0,0,0,0
Expansión de área de trabajo he instalaciones,0,0,0,0,0,0,0,1,0,0
Para comprar maquinaria y hacer más productivo el negocio,0,0,1,0,0,0,0,0,0,0
Para ampliar mi negocio comprando mobiliario moto para hacer envios a domicilioFreidora y plancha para hamburguesas y asador,0,0,1,0,0,0,0,0,0,0
Inversiones de mobiliario y compra de local,0,0,0,0,0,0,0,1,0,0
Es para pagar el traspaso de la marisquería ya que está ya cuenta con un lugar establecido e instalaciones,0,0,0,0,0,0,0,1,0,0
